smiles,S0_G4,Cv_G4,S0_Exp,Cv_Exp
o1cccc1,267.01,56.7298,267.0,57.1
o1cccn1,270.739,52.027,,51.3
o1ccnc1,270.1842,51.1944,271.0,52.2
s1cccc1,278.6075,64.0727,279.0,64.5
s1ccnc1,282.0371,59.1063,,59.8
s1cnnc1,274.6448,55.4035,,51.6
FS(F)(F)F,296.5452,67.5339,299.64,68.686
FS(F)(F)(F)(F)F,294.5268,90.3576,291.52,88.686
FS(F)(F)(F)(F)Cl,324.4912,97.8553,319.9,
Brc1ccccc1,325.92186489042115,90.58251692426133,325.0,91.2
C/C=C/C=C/C,352.7592707296051,113.414837870179,361.0,117.5
C/C=C/C=C\C,352.7592707296051,113.414837870179,357.0,109.2
C=C1CC(=O)O1,304.7740182673238,78.2899384952679,306.0,78.2
C=C1CC1,269.7751111687573,63.59574671765563,,64.61600000000001
C=C1CCC1,300.45029559927366,78.8589618670661,298.9,79.08600000000001
C=C1CCCC1,315.13457281407165,94.74977632360695,,93.816
C=CC1CCC=CC1,369.3155382291658,129.2931003405772,,128.686
C=CCCC=C,376.96430964076217,113.66639389806114,373.0,110.9
C=Cc1ccccc1,355.47152795327315,112.06759135753914,345.0,117.1
CC(=C)[C@@H]1CCC(=CC1)C,431.018893124022,176.1998725555007,,179.686
CC(=C)c1ccccc1,378.5343178413931,134.6444304327088,372.0,132.3
CC(=O)c1ccccc1,374.63328079629804,126.8454630427688,385.0,104.3
CC(C)(C)OOC(C)(C)C,489.43166292896416,217.2788555099035,,210.906
CC(C)(C)SSC(C)(C)C,505.66103348869905,229.28273825761696,500.0,234.5
CC(C)(C)c1ccccc1,408.27201961457035,167.2377544496791,396.0,168.7
CC(C)(O)c1ccccc1,409.20545053262265,163.56002250989513,,156.686
CC(C)C1CCCCC1,410.4876777152038,165.94489987699052,,170.686
CC(C)CC(=O)CC(C)C,510.37713546940245,205.6517904989833,509.0,207.7
CC(C)CCC(C)C,445.60466381597115,175.51002962268728,442.0,176.6
CC(C)CCC=C,414.1777746583768,144.23466415069078,,146.5
CC(C)CCSCCC(C)C,585.4271104072701,245.01951934261064,,243.686
CC(C)Cc1ccccc1,429.5400358568404,165.258982787043,,164.686
CC(C)c1ccc(C)c(O)c1,447.38806092734075,187.7769877743655,450.0,186.4
CC(C)c1ccc(C)cc1O,455.8806537492783,187.50921206998987,,185.686
CC(C)c1ccccc1,391.02115842280114,143.17559701430088,388.0,146.4
CC(C)c1ccccc1O,406.7292691396869,162.3592158355857,417.0,161.8
CC(OC(C)=O)OC(C)=O,493.12229483778646,174.63583274060068,,148.686
CC/C=C(C)/CC,413.66491272185635,144.71556546697573,,143.686
CC/C=C/C(C)(C)C,430.26212379605533,168.84048283306694,,165.686
CC1(C)CC1,305.2366822590228,93.98828916428877,308.0,98.7
CC1(C)CCCC1,356.9760421914094,127.26778842372158,359.0,128.6
CC1(C)CCCCC1,365.5174790591031,145.2087606168883,365.0,148.3
CC1=CC(=O)OC1=O,346.769605993155,103.27675890981817,380.0,98.2
CC1=CC1,284.96062492155005,66.4032076182188,,66.36600000000001
CC1=CC=CC1,313.72967214212196,90.93815653163519,318.0,93.8
CC1=CCCC1,323.3457722400275,96.74135812490063,326.0,92.2
CC1CC(C)C(C)C1,392.36597478724383,149.46388391923216,,153.686
CC1CC(C)CC(C)C1,400.3692266721337,168.17889525785964,,171.686
CC1CC1,283.5164486665607,69.86337179819753,286.0,73.9
CC1CC1(C)C,342.9830464925567,117.49397521401137,,117.1
CC1CC1C,309.37772135427565,93.14312209735321,,96.686
CC1CC=CC1,319.8674209434073,95.58239140439989,329.0,91.5
CC1CC=CC1C,348.3692453745931,119.31401320468942,,120.686
CC1CCC(=C1)C,354.27227768340543,120.20520422081455,,120.686
CC1CCC(C)CC1,365.4546015999598,144.23807368852667,,146.686
CC1CCC(O)CC1,366.51641285156023,139.39719103286112,,141.686
CC1CCC1,306.05968737186515,85.7792902270236,295.0,85.1
CC1CCC=C1,320.3341364651933,95.69535927968336,331.0,91.5
CC1CCC=C1C,350.8731800456892,120.062948377865,,120.686
CC1CCCC1,342.0760333631792,102.52363974126173,340.0,101.3
CC1CCCCC1,342.4634953097412,120.53155586052233,343.0,127.2
CC1CCCCC1O,366.18669154749256,139.305143134482,,141.686
CC1CCCO1,332.24859032827624,95.80414315958595,,92.3
CC1CCCS1,335.92067245173763,103.56545459109813,349.0,105.7
CC1CCC[C@@H](O)C1,365.7024040819059,138.52273599825944,,141.686
CC1CN1,281.4024590596052,65.89694417713363,,70.686
CC1CO1,280.1613808858355,62.65016376157921,287.4,63.686
CC1COC(=O)O1,332.8473951699957,93.62846556153403,,99.286
CC1C[C@H](C)[C@H](C)C1,392.36597478724383,149.46388391923216,390.0,150.8
CC1OC(C)OC(C)O1,387.84976285114186,148.85720458900616,,140.5
CC1OCCO1,328.86710446599665,88.77921491510673,318.0,
CCC(=O)OC(=O)CC,470.6937402826707,159.84540906922842,,142.686
CCC(C)C(C)CC,449.59912759512315,175.9284291607742,452.0,173.4
CCC(C)CC(C)C,450.876076960411,175.6732054425412,448.0,183.6
CCC(C)OC(C)CC,478.218571542137,192.7106927859552,,189.686
CCC/C=C/CCC,459.3808024484741,165.69881860706425,,168.686
CCC1=CCCC1,363.86360074642477,118.82055990226188,,118.686
CCC1CCC1,345.72648121804474,108.05513978728568,342.0,108.1
CCC1CCCC1,382.183736391555,124.87898521376033,378.0,125.2
CCC1CCCCC1,382.5346003447612,143.10446909282612,383.0,153.3
CCCC(=O)CC,430.71019957657967,138.1260308946219,409.6,142.686
CCCC(C)(C)CC,444.9661493016912,177.2589396918906,438.0,181.9
CCCC(C)C(C)C,451.4480387521652,175.710861400969,452.0,175.8
CCCC(C)CCC,465.5147226847862,175.30108800615886,457.0,178.1
CCCC(CC)CC,462.9898110507686,174.7780885835502,458.0,180.9
CCCC1CCCC1,429.26831380802156,146.9163470373129,416.0,146.5
CCCC1CCCCC1,423.29723262177515,165.47236655146733,419.86,180.686
CCCCC#N,364.7511804306168,107.821094198472,366.0,113.6
CCCCC(=O)CCCC,550.3029742349565,205.11257139988118,534.0,211.7
CCCCC(=O)OC,451.59881015539355,150.76195509736158,,149.0
CCCCC(C)(C)C,448.4337978126072,177.2422037103671,433.0,179.4
CCCCC(C)=O,421.29093014401315,137.77039128724803,418.0,141.2
CCCCC(C)C,423.9217566923006,152.71143879233156,420.0,155.8
CCCCC(C)CC,466.0940034559802,175.2215920939223,465.89,176.9
CCCCC(C)CCCC,547.1797594621055,219.95738701120473,,222.686
CCCCC(CC)C=O,494.4975137025849,182.20075454172698,,174.686
CCCCC(CC)CO,504.8272722442115,191.8657838715346,,191.686
CCCCC(O)=O,406.5314586244697,127.05517911684225,400.0,129.7
CCCCC1CCCCC1,463.56493690534967,187.73566412558682,459.78,
CCCCC=C,386.1926262939006,121.74987297390024,385.0,126.2
CCCCC=O,383.9602043463344,113.89651364400895,379.9,115.686
CCCCCBr,409.0061952001205,122.25613641498539,410.0,123.8
CCCCCC,390.0619282779512,129.77896010978804,389.0,133.9
CCCCCC(=O)OC,495.2610755378526,173.6695879601349,483.0,173.5
CCCCCC(C)C,465.1323675137863,175.03749629716413,459.0,178.5
CCCCCC(O)=O,449.79322071412435,149.9418920027112,449.0,152.8
CCCCCC=C,426.72687204505326,144.09685045563708,425.0,131.2
CCCCCCBr,449.6032773654218,144.59892990134136,,149.0
CCCCCCC,430.58624093119,152.13012158690577,428.0,156.5
CCCCCCC(O)=O,489.9058393094734,172.28050149368636,475.0,176.2
CCCCCCC=C,466.9912873316988,166.41453996970787,464.0,172.4
CCCCCCC=O,463.34337426675484,158.24319699087053,461.5,164.686
CCCCCCCC,476.7526370049287,174.45617909173828,467.0,179.2
CCCCCCCC(=O)OC,575.5425963364936,218.350990937466,573.0,219.3
CCCCCCCC(C)=O,546.3343036994887,205.29248320125856,,205.686
CCCCCCCC(C)C,545.6725491828657,219.68542731144825,539.0,223.6
CCCCCCCC(O)=O,529.3340709019857,194.61911098466146,521.0,198.2
CCCCCCCCBr,529.46022639599,188.89958929901343,,194.8
CCCCCCCCC,511.25756190221165,196.79897257809426,507.0,201.6
CCCCCCCCC(O)=O,568.6526208965465,216.96608846639836,555.0,203.8
CCCCCCCCCC,558.0306582261534,219.20870999054418,546.0,224.3
CCCCCCCCCCC,591.9466306703598,241.47200756466364,585.0,254.0
CCCCCCCCCCCC,626.3300402081956,263.8064330602579,625.0,275.8
CCCCCCCCCCO,594.6188731663641,236.2127253709112,583.0,238.7
CCCCCCCCCO,554.4036037589015,213.8699318845552,558.0,212.6
CCCCCCCCCl,518.1138905717849,187.13394324828664,,194.0
CCCCCCCCO,513.506292603533,191.1338428323975,519.0,192.7
CCCCCCCO,472.85920119160187,168.807785327565,479.0,169.8
CCCCCCCS,489.95135034266923,175.38502606629123,494.0,181.1
CCCCCCO,432.2890624503151,146.47335983197075,440.0,146.8
CCCCCCS,449.32631055287317,153.08407253374395,455.0,157.6
CCCCCCl,396.83458507317806,120.48212237349689,397.0,124.1
CCCCCO,392.0273852957667,124.14311833175736,401.0,124.0
CCCCCSC,452.0854292360861,154.24303925424465,451.0,155.2
CCCCNCCCC,513.9463172891058,193.4475922780181,505.0,194.7
CCCCOC,391.790640360493,121.94233676142021,390.0,127.1
CCCCOC(C)=O,456.4555087738383,151.36026643682584,443.0,147.8
CCCCOC=C,418.8661741964637,136.5949467377388,428.0,132.1
CCCCOCC,432.51733446022274,144.73700174891007,429.0,149.7
CCCCOCCCC,512.4517494958286,189.02929315582037,502.0,194.6
CCCCSC,411.9238266821754,131.91698174941214,412.0,131.9
CCCCSCCCC,534.9533518405395,198.91189024543314,527.0,199.5
CCCC[C@@H](CC)CO,504.8272722442115,191.8657838715346,498.0,191.8
CCCCc1ccccc1,445.07651351848904,164.75716149385372,440.0,169.6
CCCNCC,392.9561129009314,126.46105177275885,393.0,129.5
CCCNCCC,433.22565169912053,148.862421194447,430.0,149.0
CCCOCC,392.09774252529223,122.45278419788625,388.1,126.5
CCCOCCC,431.7773280587098,144.46922604453442,423.0,147.6
CCCSCCC,453.8462804281064,154.5359189309055,,153.1
CCC[S](=O)(=O)CCC,484.3195692158356,180.5896581675774,,179.686
CCC\C=C/C,381.80274424073036,120.80821586068969,386.0,119.8
CCC\C=C/CC,419.8249859836155,143.53593692208565,,135.686
CCC\C=C/CCC,459.3808024484741,165.69881860706425,,161.686
CCC\C=C\C,378.5660701404986,121.81237475209828,382.0,126.1
CCC\C=C\CC,419.8249859836155,143.53593692208565,,145.686
CCCc1ccccc1,404.18490736634226,142.44783997054466,400.0,146.0
CCN1CCOCC1,375.2732280361163,131.95412140280996,,
CCNc1ccccc1,396.86454515786215,142.3390560906421,,138.9
CCOC(=O)C(=O)OCC,487.3847080826423,164.70328585893242,,157.1
CCOC(=O)CC,412.5044877534455,129.32708860865418,403.0,126.7
CCOC(=O)OCC,439.3089690216982,142.93369973975547,404.0,
CCOC(C)OCC,454.71264323908184,161.59431913843167,,151.686
CCOCCOCC,471.47876195576686,160.69083428867896,,152.686
CCOCOCC,427.326282603784,136.90037840054225,418.0,123.5
CCOc1ccccc1,392.22040877634873,136.19276687614538,402.0,123.9
CCSSCC,420.75025221124156,133.02992452072334,414.0,133.2
CC\C=C(C)/CC,413.96849468214185,144.44360576721925,,143.686
CC\C=C/CC,377.3254914939374,120.6032000870271,378.0,118.5
CC\C=C\CC,380.4468502045974,121.469287130867,376.0,128.0
CCc1ccc(C)cc1,412.80708526145787,145.48097846915977,399.0,141.9
CCc1ccc(O)cc1,390.1669810799729,139.39326518999522,391.0,143.5
CCc1cccc(C)c1,415.6759753311632,145.51863442758759,404.0,141.5
CCc1cccc(O)c1,389.99966795812657,139.30958528237784,,143.686
CCc1ccccc1,367.0276468791578,119.98789461352435,361.0,119.0
CCc1ccccc1C,390.97113879986273,144.7864352359355,400.0,147.7
CCc1ccccc1O,381.85416190388526,139.17151343480916,393.0,141.2
CCc1cccnc1,364.6253486104951,115.33110775461705,364.0,117.6
CCc1sccc1,361.97438072684366,111.26426424441227,,108.686
CN(C)c1ccccc1,391.9193656226203,140.08362442783863,,129.4
CN1CCCC1,329.69254554278973,97.50702927959968,329.0,95.0
CN1CCCCC1,338.87066655230416,115.715777177142,,138.8
CNc1ccccc1,357.470479192991,119.84145477519394,341.0,116.9
COC(=O)c1ccccc1,407.41067697045264,140.52738609072577,415.0,115.6
COC1CCCCO1,373.1836987355966,128.87051680710945,367.4,132.51600000000002
COc1ccc(C(=O)O)cc1,423.5432710475888,157.10019179434826,413.0,
COc1ccc(O)cc1,376.2972530396726,132.8453124189351,,122.686
COc1ccccc1,351.68496836899493,113.07593424432861,361.0,103.5
CSc1ccccc1,374.2546247792942,122.05478833167369,,116.4
C[C@@H]1CCC[C@H](O)C1,365.7024040819059,138.52273599825944,389.0,141.5
C[C@@H]1CCC[C@H]1C,359.498961950746,126.2092375923617,,129.7
C[C@@H]1CC[C@@H](C)C1,363.4921099888706,126.01677380484172,367.0,129.7
C[C@@H]1CC[C@H](C)C1,363.4921099888706,126.01677380484172,367.0,129.7
C[C@@H]1CC[C@H]1C,330.7649656912379,109.52764800883661,,110.3
C[C@@H]1CO1,280.1613808858355,62.65016376157921,287.0,64.3
C[C@@H]1C[C@@H]1C,309.37772135427565,93.14312209735321,310.0,94.7
C[C@@H]1C[C@H]1C,309.37772135427565,93.14312209735321,317.0,97.3
C[C@H]1CCCC[C@@H]1C,368.141653054735,143.56445043220674,371.0,149.1
C[C@H]1CCCC[C@H]1C,368.141653054735,143.56445043220674,374.0,145.5
C[C@H]1CCC[C@@H](C)C1,371.3847695455344,144.3301215869058,371.0,147.1
C[C@H]1CCC[C@@H](O)C1,365.7024040819059,138.52273599825944,389.0,141.5
C[C@H]1CCC[C@@H]1C,358.8903261424399,126.2092375923617,,126.186
C[C@H]1CCC[C@H](C)C1,371.3847695455344,144.3301215869058,376.0,147.0
C[C@H]1CCC[C@H]1C,359.498961950746,126.2092375923617,,129.4
C[C@H]1CC[C@@H](C)CC1,365.46363250294974,144.24644167928838,370.87,145.48600000000002
C[C@H]1CC[C@H](C)C1,363.4921099888706,126.01677380484172,,126.186
C[C@H]1CC[C@H](C)CC1,365.4546015999598,144.23807368852667,365.89,146.086
C[C@H]1CC[C@H]1C,330.7649656912379,109.52764800883661,,110.3
C[C@H]1C[C@H](C)[C@@H](C)C1,392.36597478724383,149.46388391923216,,153.7
C\C=C/C=C\C,352.7592707296051,113.414837870179,357.0,109.2
Cc1c(C)c(C)c(C)c(C)c1C,483.51940277649936,221.28216463185024,461.0,238.6
Cc1c(F)c(F)c(F)c(F)c1F,430.1883947264922,160.57657565082047,,156.0
Cc1cc(C)c(C)c(C)c1,436.10599482858174,173.1243777980469,,174.686
Cc1cc(C)c(C)c(C)c1C,456.31565600863576,196.87273557985992,,201.686
Cc1cc(C)c(C)cc1C,408.0421269340519,172.89844204748,419.0,176.1
Cc1cc(C)cc(C)c1,422.33088981029766,149.42622796080434,385.3,139.2
Cc1cc(C)cc(O)c1,410.75365739772224,143.27575475092675,392.0,144.2
Cc1cc(C)nc(C)c1,419.96468377362913,142.80296327288855,390.0,134.7
Cc1ccc(Br)cc1,380.8926723178498,116.0965207568011,364.0,115.0
Cc1ccc(C)c(C)c1,402.8106881835602,148.30073320335055,396.0,143.5
Cc1ccc(C)c(C)c1C,416.9049667372367,172.1202189066383,,180.1
Cc1ccc(C)c(O)c1,395.15831552345963,142.9201151435529,394.0,148.7
Cc1ccc(C)cc1,389.9980272880179,123.8243602252663,352.0,117.4
Cc1ccc(Cl)cc1,369.39209823184353,114.35179468297868,,113.1
Cc1ccc(Cl)cc1C,384.69684376124445,138.89092759177592,385.0,137.5
Cc1ccc(F)cc1,358.56077650770277,110.50670292795996,339.0,107.3
Cc1ccc(N)cc1,365.4030017656461,123.09216103361423,347.0,117.8
Cc1ccc(O)c(C)c1,396.84025233676147,142.89501117126767,396.0,147.8
Cc1ccc(O)cc1,363.54494585909976,117.71572696919743,351.0,116.7
Cc1ccc(O)cc1C,377.74014125168407,142.21720391956688,391.0,155.1
Cc1cccc(C)c1,382.4689377672527,123.82854422064719,359.0,117.4
Cc1cccc(C)c1C,388.5890748349414,147.55179803017498,387.0,146.1
Cc1cccc(C)c1O,378.99939235835086,142.35527576713557,390.0,147.6
Cc1cccc(C)n1,366.99282771143817,119.77425269658502,356.0,113.5
Cc1cccc(Cl)c1,363.7122588972662,114.34761068759781,338.0,113.5
Cc1cccc(Cl)c1C,387.8757926579249,138.7654077303499,385.0,137.5
Cc1cccc(F)c1,362.5234553107453,110.54017489100693,339.0,107.4
Cc1cccc(N)c1,363.0782303373137,123.24696886270638,352.0,119.2
Cc1cccc(O)c1,359.4765956084784,117.74501493686351,356.0,116.4
Cc1cccc(O)c1C,381.09406843342845,142.3761957440399,,153.1
Cc1ccccc1,337.3208190170958,98.33964436039264,321.0,95.9
Cc1ccccc1C,348.30659615239784,122.80346535233426,354.0,124.0
Cc1ccccc1C=C,380.27789628712253,136.69458816933465,379.0,133.6
Cc1ccccc1C=O,371.63045095102217,127.44795837761396,,121.686
Cc1ccccc1Cl,351.71855150079915,113.80787528346569,348.0,113.1
Cc1ccccc1F,344.18946202187396,110.13851133444349,339.0,108.3
Cc1ccccc1N,346.426173903584,121.93319431311349,350.0,121.8
Cc1ccccc1O,346.17916838907814,117.22201551425488,,118.9
Cc1ccccn1,329.9062069571475,93.92552923357573,325.0,91.7
Cc1cccnc1,329.61561048676606,93.59917759386795,325.0,91.5
Cc1ccnc(C)c1,378.3829758667147,119.37258914002159,361.0,112.6
Cc1ccncc1,334.9960473795637,93.56570563082099,319.0,91.4
Cc1ccncc1C,352.9689966779076,118.0839185627139,357.0,120.4
Cc1cocc1,308.23475753746766,81.98440641657531,310.0,81.8
Cc1cscc1,320.6863744843225,89.43191819452231,321.0,87.5
Cc1occc1,308.3580410952026,81.92583048124315,309.0,81.4
Cc1sccc1,322.11293883835555,89.36915826380928,321.0,87.0
Cc1sccc1C,367.3491172606545,114.71161828573342,353.0,114.2
ClC(=O)c1ccccc1,374.64208672585625,117.45657740809854,370.0,112.8
ClC1CCCCC1,343.6170750943491,111.85813343598069,,115.0
ClCc1ccccc1,366.7519532145636,110.81657673865928,361.0,102.3
Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,440.7360337815787,166.91951264821805,437.0,166.9
Clc1ccccc1,314.113082433077,88.83360685505804,314.0,89.7
Clc1ccccc1Cl,343.0054127929843,104.45246161184238,342.0,105.3
Cn1cccc1,314.2051933842665,85.32323473050886,308.0,82.5
FC(F)(F)c1ccccc1,387.96549295833574,127.27641456699833,373.0,122.0
Fc1c(F)c(F)c(Cl)c(F)c1F,408.23990941650004,150.53498673673465,,150.1
Fc1c(F)c(F)c(F)c(F)c1F,384.43957883902493,148.44298904630008,382.0,146.7
Fc1cc(F)c(F)c(F)c1F,378.7399682016351,135.0918597859468,,134.7
Fc1ccccc1,302.33071797360736,85.00106708618193,,85.9
Fc1ccccc1F,321.2194861635273,97.23088558446231,321.0,98.5
N#CC#CC#N,251.59081926813553,71.48676200597475,290.11,
N#CCCC#N,329.6596179175418,86.66237140490198,327.0,85.7
N#C\C=C/C#N,309.1905549233074,77.75857108189753,,73.4
N#C\C=C\C#N,309.1905549233074,77.75857108189753,,72.686
N#Cc1ccccc1,323.71157071370595,97.88777285925877,321.0,100.7
NC(Cc1ccccc1)C(O)=O,472.3113890446265,182.13329431060308,,181.686
NC1CC1,279.72988924964227,67.45339045881694,285.0,80.5
NC1CCCCC1,339.8651001648494,118.31403830866172,,124.9
NCc1ccccc1,360.62301034283655,117.37289750048116,359.0,117.8
NNc1ccccc1,351.3776280930186,116.21393077998043,351.0,115.1
N[C@@H](Cc1ccccc1)C(O)=O,472.3113890446265,182.13329431060308,488.0,182.2
Nc1cccc(N)c1,344.03976075914414,122.67376149552732,,125.686
Nc1ccccc1,316.87339715320957,97.74970101169008,319.0,100.6
O=C(O)c1ccccc1,362.27852928378366,116.83734609172991,,95.156
O=C1C=CC(=O)C=C1,321.7349858162557,98.32709237425003,320.0,99.2
O=C1CC1,265.6979552396174,57.34904161401806,,56.0
O=C1CCC1,298.93162025221125,72.28172112833988,,66.0
O=C1CCCC1,308.7502574412358,87.5114643147034,315.0,87.0
O=C1CCCCC1,334.1770938804883,105.16374082659014,334.0,109.5
O=C1CCCCCC1,362.72254796950705,125.35570253466442,,129.466
O=C1CCCCCCC1,377.60805193175065,144.76107311113532,,146.086
O=C1CCCCCN1,356.41778490916545,122.55660962486299,363.0,127.5
O=C1CCCN1,310.94699107972184,83.65800456892296,301.0,80.0
O=C1CCCO1,306.81699932219277,78.1686026292227,306.0,78.2
O=C1CCO1,285.19838573090215,61.420069119603696,286.0,63.0
O=C1OC(=O)C=C1,304.470564337297,78.1686026292227,317.0,103.2
O=C1OCCO1,297.69878685053936,69.6667240152967,277.0,73.3
O=Cc1ccccc1,342.051256328293,102.72891366743931,336.0,103.3
O=Cc1occc1,325.6403778147829,85.9678281716777,333.0,90.0
O=c1occo1,283.7677700141419,64.03088223726601,,66.316
OC1=CC=CC1,303.3598445645716,84.6956354233785,,86.64599999999999
OC1=CCC=C1,302.5108885132591,84.4111237374794,,86.70599999999999
OC1CC1,277.7221319130064,64.62082558596855,,66.886
OC1CCCC1,326.8065115520113,96.41500648519285,,96.8
OC1CCCCC1,338.14857852940935,115.44381747738551,340.0,121.8
OCC1CCCO1,358.6234381982042,110.44001715438107,,130.686
OCCCCCCO,468.15003811619795,163.12591960034476,,159.686
OCCCCCO,427.8632028066241,140.8040460908931,,137.2
OCCCCO,382.24830577475046,118.40686066458582,379.0,114.8
OCCOCCOCCO,535.7021406157168,190.85795728977516,558.0,183.8
OC[C@@H]1CCCO1,358.6234381982042,110.44001715438107,374.0,131.3
OCc1ccccc1,358.8417639724526,114.00896521426242,369.0,103.3
OCc1occc1,344.86916106708617,98.49889433738066,358.0,111.0
Oc1c(F)c(F)c(F)c(F)c1F,408.62261692175093,155.08298971573936,,155.686
Oc1ccc(Cl)cc1,343.20319527543245,108.2138734592437,345.0,109.8
Oc1ccc(O)cc1,331.9275245391329,112.41042082625542,348.0,115.3
Oc1cccc(Cl)c1,342.8597631440215,108.15111352853067,,109.8
Oc1cccc(O)c1,329.97260303088626,111.67403763922245,331.0,115.4
Oc1ccccc1,312.68176376325283,92.16825117361071,315.0,95.4
Oc1ccccc1O,337.2239534990754,111.72006158841202,339.0,111.8
SC1CCCCC1,353.7439204873518,121.89135435930478,,117.1
SCc1ccccc1,375.5783227617717,120.8749016342686,361.0,132.4
Sc1ccccc1,335.76216542680936,99.24338736266034,337.0,96.5
